Type,R,G,B,Difference,Reference,Python,Rust
Family,238,85,204,G→RP,1.2RP 6.0/17.5,1.8G 6.6/11.8,1.2RP 6.0/17.1
Family,238,0,119,GY→RP,8.8RP 5.0/18.1,9.8GY 8.2/18.3,8.9RP 5.0/17.9
Family,238,51,34,PB→R,8.1R 5.2/17.1,1.5PB 5.3/9.9,8.1R 5.2/17.0
Family,238,85,221,G→P,9.8P 6.0/18.6,3.0G 6.6/11.0,9.8P 6.1/18.6
Family,238,0,136,GY→RP,6.8RP 5.1/18.6,10.0GY 8.2/17.9,6.9RP 5.1/18.4
Family,238,51,51,PB→R,7.2R 5.2/16.5,3.4PB 5.4/11.6,7.2R 5.2/16.5
Family,238,85,238,G→P,8.4P 6.1/19.7,4.6G 6.7/10.2,8.4P 6.1/19.5
Family,238,0,153,G→RP,4.9RP 5.1/19.1,0.1G 8.2/17.5,4.9RP 5.1/19.1
Family,238,51,68,PB→R,5.8R 5.2/16.1,5.0PB 5.5/13.3,7.6R 5.2/14.9
Family,238,85,255,G→P,7.3P 6.2/20.8,7.8G 6.7/9.4,7.3P 6.2/20.7
Family,238,0,170,G→RP,3.5RP 5.2/19.9,0.4G 8.2/17.1,3.6RP 5.2/19.4
Family,238,51,85,PB→R,4.1R 5.2/15.9,5.6PB 5.6/15.0,5.9R 5.2/14.5
Family,238,102,0,BG→YR,1.9YR 5.8/15.0,1.9BG 6.8/8.7,1.9YR 5.9/15.0
Family,238,0,187,G→RP,2.3RP 5.3/20.8,0.8G 8.3/16.4,2.3RP 5.3/20.7
Family,238,51,102,GY→R,2.0R 5.2/16.0,9.2GY 5.4/13.2,4.9R 5.2/15.5
Family,238,102,17,BG→YR,1.7YR 5.9/14.7,5.7BG 6.8/8.3,1.7YR 5.9/14.7
Family,238,0,204,G→RP,1.0RP 5.3/21.9,1.2G 8.3/15.7,1.0RP 5.4/21.4
Family,238,51,119,GY→RP,9.6RP 5.3/16.2,9.4GY 5.4/12.8,9.7RP 5.3/16.1
Family,238,102,34,BG→YR,1.2YR 5.9/14.1,9.6BG 6.9/8.2,1.2YR 5.9/14.1
Family,238,0,221,G→P,9.8P 5.4/22.9,1.8G 8.3/14.8,9.7P 5.4/22.8
Family,238,51,136,GY→RP,7.5RP 5.3/16.6,9.7GY 5.4/12.3,7.5RP 5.3/16.6
Family,238,102,51,B→YR,0.5YR 5.9/13.4,3.3B 6.9/8.5,0.4YR 5.9/13.4
Family,238,0,238,G→P,8.5P 5.5/24.1,2.4G 8.3/13.9,8.5P 5.5/23.7
Family,238,51,153,G→RP,5.3RP 5.4/17.3,0.2G 5.4/11.5,5.4RP 5.4/17.2
Family,238,102,68,B→R,9.3R 5.9/12.8,6.3B 7.0/9.3,9.4R 5.9/12.8
Family,238,0,255,G→P,7.5P 5.6/25.0,3.4G 8.3/13.1,7.5P 5.6/25.0
Family,238,51,170,G→RP,3.8RP 5.5/18.1,0.8G 5.5/10.7,3.9RP 5.4/17.6
Family,238,102,85,B→R,7.9R 5.9/12.4,9.0B 7.1/10.4,7.9R 5.9/12.4
Family,238,17,0,G→R,8.2R 4.9/19.0,4.5G 8.4/12.1,8.2R 4.9/19.0
Family,238,51,187,G→RP,2.5RP 5.5/19.0,1.7G 5.5/9.8,2.5RP 5.5/19.0
Family,238,102,102,GY→R,5.9R 5.9/12.2,9.6GY 7.1/16.7,5.9R 5.9/12.2
Family,238,17,17,G→R,7.9R 4.9/18.7,6.8G 8.4/11.3,7.9R 4.9/18.7
Family,238,51,204,G→RP,1.0RP 5.6/20.0,3.2G 5.5/9.0,1.0RP 5.6/19.6
Family,238,102,119,GY→R,3.1R 6.0/12.2,9.7GY 7.1/16.5,5.2R 6.0/11.1
Family,238,17,34,G→R,7.3R 4.9/18.2,9.8G 8.5/10.7,7.3R 4.9/18.2
Family,238,51,221,G→P,9.8P 5.7/21.1,5.9G 5.5/8.1,9.8P 5.7/21.0
Family,238,102,136,GY→R,0.1R 6.0/12.5,9.9GY 7.1/16.0,4.9R 6.0/11.0
Family,238,17,51,BG→R,6.2R 5.0/17.8,3.3BG 8.5/10.1,6.3R 4.9/17.8
Family,238,51,238,BG→P,8.5P 5.8/22.2,0.6BG 5.6/7.4,8.4P 5.8/21.9
Family,238,102,153,G→RP,7.4RP 6.1/13.0,0.2G 7.1/15.6,7.4RP 6.1/12.9
Family,238,17,68,BG→R,4.8R 5.0/17.4,6.4BG 8.6/9.6,6.7R 5.0/16.0
Family,238,51,255,BG→P,7.4P 5.9/23.4,5.0BG 5.6/6.9,7.4P 5.9/23.3
Family,238,102,170,G→RP,4.8RP 6.1/13.6,0.5G 7.1/15.0,4.8RP 6.1/13.5
Family,238,17,85,BG→R,3.2R 5.0/17.3,9.7BG 8.6/9.2,5.2R 5.0/15.4
Family,238,68,0,BG→R,9.5R 5.3/16.8,9.8BG 5.7/6.8,9.5R 5.3/16.8
Family,238,102,187,G→RP,3.1RP 6.2/14.4,1.0G 7.2/14.3,3.1RP 6.2/14.2
Family,238,17,102,YR→R,1.1R 5.0/17.5,9.2YR 7.5/12.9,4.9R 5.0/16.1
Family,238,68,17,Y→R,9.2R 5.3/16.5,3.1Y 8.4/9.7,9.2R 5.3/16.5
Family,238,17,119,YR→RP,9.0RP 5.1/17.8,8.9YR 7.5/12.4,9.0RP 5.1/17.6
Family,238,68,34,Y→R,8.7R 5.3/16.1,2.6Y 8.4/8.7,8.7R 5.3/16.1
Family,238,102,221,YR→P,9.9P 6.3/16.6,8.6YR 7.6/11.8,9.9P 6.3/16.6
Family,238,17,136,Y→RP,6.9RP 5.1/18.2,1.9Y 8.5/7.7,7.0RP 5.1/18.1
Family,238,68,51,GY→R,7.9R 5.4/15.5,9.8GY 8.8/19.2,7.9R 5.4/15.5
Family,238,102,238,B→P,8.4P 6.4/18.0,4.2B 5.8/7.3,8.3P 6.4/17.8
Family,238,17,153,G→RP,4.9RP 5.2/18.8,1.6G 7.2/13.3,4.9RP 5.2/18.8
Family,238,68,68,GY→R,6.7R 5.4/15.1,9.9GY 8.8/19.0,6.7R 5.4/15.1
Family,238,102,255,B→P,7.2P 6.5/19.2,7.7B 5.8/8.6,7.2P 6.5/19.1
Family,238,17,170,G→RP,3.6RP 5.2/19.6,2.4G 7.2/12.3,3.7RP 5.2/19.0
Family,238,68,85,GY→R,4.9R 5.4/14.9,10.0GY 8.8/18.7,6.7R 5.4/13.6
Family,238,119,0,PB→YR,3.8YR 6.2/14.0,0.6PB 5.9/10.2,3.8YR 6.2/14.0
Family,238,17,187,G→RP,2.4RP 5.3/20.5,3.6G 7.2/11.5,2.3RP 5.3/20.4
Family,238,68,102,G→R,2.9R 5.4/14.9,0.1G 8.8/18.3,5.1R 5.4/13.1
Family,238,119,17,PB→YR,3.6YR 6.2/13.7,2.5PB 6.0/11.7,3.6YR 6.2/13.7
Family,238,17,204,G→RP,1.0RP 5.4/21.5,5.2G 7.3/10.7,1.0RP 5.4/21.1
Family,238,68,119,G→R,0.4R 5.5/15.0,0.4G 8.8/17.8,4.9R 5.5/13.3
Family,238,119,34,PB→YR,3.2YR 6.2/13.2,4.1PB 6.1/13.3,3.2YR 6.2/13.2
Family,238,17,221,G→P,9.8P 5.5/22.6,8.6G 7.3/9.9,9.7P 5.5/22.5
Family,238,68,136,G→RP,8.1RP 5.5/15.4,0.6G 8.8/17.1,8.1RP 5.5/15.3
Family,238,119,51,GY→YR,2.5YR 6.2/12.4,9.4GY 6.0/14.4,2.5YR 6.2/12.4
Family,238,17,238,BG→P,8.5P 5.6/23.7,2.5BG 7.4/9.3,8.5P 5.6/23.4
Family,238,68,153,G→RP,5.8RP 5.6/16.0,1.0G 8.8/16.4,5.8RP 5.6/15.8
Family,238,119,68,GY→YR,1.5YR 6.2/11.7,9.5GY 6.0/14.1,1.5YR 6.2/11.7
Family,238,17,255,BG→P,7.5P 5.7/24.7,6.0BG 7.4/8.9,7.5P 5.7/24.7
Family,238,68,170,G→RP,4.0RP 5.6/16.8,1.5G 8.8/15.7,4.1RP 5.6/16.4
Family,238,119,85,GY→R,10.0R 6.2/11.1,9.8GY 6.0/13.6,10.0R 6.2/11.1
Family,238,34,0,BG→R,8.4R 5.0/18.6,9.6BG 7.5/8.7,8.4R 5.0/18.6
Family,238,68,187,G→RP,2.6RP 5.7/17.8,2.1G 8.9/14.8,2.6RP 5.7/17.7
Family,238,119,102,G→R,8.2R 6.3/10.6,0.2G 6.0/13.0,8.2R 6.3/10.7
Family,238,34,17,B→R,8.1R 5.0/18.3,3.0B 7.5/8.8,8.1R 5.0/18.3
Family,238,68,204,G→RP,1.1RP 5.8/18.9,2.9G 8.9/14.1,1.1RP 5.8/18.5
Family,238,119,119,G→R,5.7R 6.3/10.4,0.7G 6.0/12.3,5.7R 6.3/10.5
Family,238,34,34,B→R,7.6R 5.0/17.8,5.6B 7.6/9.4,7.6R 5.0/17.8
Family,238,68,221,G→P,9.8P 5.8/19.9,3.8G 8.9/13.2,9.8P 5.8/19.9
Family,238,119,136,G→R,2.3R 6.3/10.6,1.3G 6.0/11.4,4.9R 6.3/10.5
Family,238,34,51,GY→R,6.6R 5.0/17.3,9.7GY 7.7/17.6,6.6R 5.0/17.3
Family,238,68,238,G→P,8.5P 5.9/21.1,4.9G 8.9/12.2,8.4P 5.9/20.9
Family,238,119,153,G→RP,8.9RP 6.4/11.0,2.3G 6.1/10.5,9.0RP 6.4/10.9
Family,238,34,68,GY→R,5.1R 5.0/16.9,9.8GY 7.7/17.4,7.0R 5.1/15.6
Family,238,68,255,G→P,7.3P 6.0/22.2,7.5G 9.0/11.5,7.3P 6.0/22.1
Family,238,119,170,G→RP,5.8RP 6.4/11.6,4.0G 6.1/9.7,5.9RP 6.4/11.5
Family,238,34,85,GY→R,3.5R 5.1/16.8,9.9GY 7.7/17.0,5.5R 5.1/15.1
Family,238,85,0,BG→YR,0.5YR 5.6/15.8,0.4BG 9.0/11.0,0.5YR 5.6/15.8
Family,238,119,187,G→RP,3.5RP 6.5/12.4,6.9G 6.1/8.9,3.6RP 6.5/12.1
Family,238,34,102,G→R,1.4R 5.1/16.9,0.1G 7.7/16.6,4.9R 5.1/15.9
Family,238,85,17,BG→YR,0.2YR 5.6/15.4,3.6BG 9.1/10.8,0.2YR 5.6/15.4
Family,238,119,204,BG→RP,1.7RP 6.5/13.4,1.3BG 6.2/8.1,1.7RP 6.5/13.2
Family,238,34,119,G→RP,9.2RP 5.2/17.1,0.5G 7.7/16.1,9.3RP 5.2/17.0
Family,238,85,34,BG→R,9.8R 5.6/15.0,6.5BG 9.1/10.9,9.8R 5.6/15.0
Family,238,119,221,BG→P,9.9P 6.6/14.6,5.4BG 6.2/7.6,10.0P 6.6/14.5
Family,238,34,136,G→RP,7.2RP 5.2/17.6,0.9G 7.7/15.4,7.2RP 5.2/17.5
Family,238,85,51,P→R,9.0R 5.6/14.5,1.5P 1.1/10.8,9.0R 5.6/14.5
Family,238,119,238,PB→P,8.3P 6.7/15.9,7.9PB 2.4/6.2,8.3P 6.7/15.7
Family,238,34,153,PB→RP,5.1RP 5.3/18.2,7.0PB 4.0/15.4,5.1RP 5.3/18.2
Family,238,119,255,PB→P,7.1P 6.8/17.3,7.9PB 2.5/8.4,7.0P 6.8/17.1
Family,238,34,170,PB→RP,3.6RP 5.3/19.0,7.1PB 4.1/17.3,3.7RP 5.3/18.5
Family,238,85,85,PB→R,6.3R 5.6/13.7,9.0PB 1.5/14.2,6.3R 5.6/13.7
Family,238,136,0,PB→YR,6.0YR 6.5/13.2,7.8PB 2.6/10.6,6.0YR 6.5/13.2
Family,238,170,102,PB→YR,8.2YR 7.4/8.0,7.2PB 4.3/19.0,8.2YR 7.4/8.0
Family,238,204,187,PB→YR,7.8YR 8.4/2.9,8.3PB 1.8/16.0,7.7YR 8.4/2.9
Family,238,136,17,PB→YR,5.9YR 6.5/12.9,7.7PB 2.7/12.9,5.9YR 6.5/12.9
Family,238,170,119,PB→YR,6.7YR 7.4/7.1,7.2PB 4.4/20.8,6.7YR 7.4/7.1
Family,238,204,204,PB→YR,1.5YR 8.4/2.5,8.0PB 2.0/18.2,1.4YR 8.4/2.5
Family,238,136,34,PB→YR,5.5YR 6.5/12.4,7.6PB 2.9/14.9,5.5YR 6.5/12.4
Family,238,170,136,GY→YR,4.4YR 7.5/6.2,7.4GY 3.8/8.7,4.4YR 7.5/6.2
Family,238,204,221,PB→RP,6.9RP 8.5/3.0,7.6PB 2.2/19.7,6.9RP 8.5/3.0
Family,238,136,51,PB→YR,4.9YR 6.6/11.7,7.5PB 3.1/17.0,4.9YR 6.6/11.7
Family,238,170,153,GY→YR,1.4YR 7.5/5.6,7.8GY 3.8/8.3,1.3YR 7.5/5.6
Family,238,204,238,PB→P,8.7P 8.5/4.0,7.4PB 2.4/21.2,8.7P 8.5/4.0
Family,238,136,68,PB→YR,4.1YR 6.6/10.9,7.4PB 3.2/19.0,4.1YR 6.6/10.9
Family,238,170,170,GY→R,6.7R 7.5/5.4,8.5GY 3.8/7.5,6.6R 7.5/5.5
Family,238,204,255,R→P,6.0P 8.6/5.5,1.2R 1.0/3.4,6.0P 8.6/5.5
Family,238,136,85,PB→YR,2.9YR 6.6/10.1,7.4PB 3.4/20.9,2.9YR 6.6/10.1
Family,238,170,187,GY→RP,9.8RP 7.6/5.8,9.8GY 3.8/6.5,9.8RP 7.6/5.8
Family,238,221,0,RP→Y,9.5Y 8.7/12.1,0.8RP 1.1/4.7,9.5Y 8.7/12.1
Family,238,136,102,PB→YR,1.1YR 6.6/9.4,7.3PB 3.6/22.8,1.1YR 6.6/9.4
Family,238,170,204,G→RP,4.3RP 7.6/6.5,1.5G 3.8/5.5,4.3RP 7.6/6.5
Family,238,221,17,P→Y,9.5Y 8.7/11.9,3.8P 1.2/6.8,9.5Y 8.7/11.9
Family,238,136,119,PB→R,8.8R 6.6/8.9,7.3PB 3.8/24.8,8.7R 6.6/8.9
Family,238,170,221,G→RP,0.9RP 7.7/7.6,5.8G 3.9/4.6,0.9RP 7.7/7.6
Family,238,221,34,P→Y,9.4Y 8.7/11.6,1.2P 1.4/8.8,9.4Y 8.7/11.6
Family,238,136,136,GY→R,5.7R 6.7/8.8,4.8GY 2.6/5.9,5.7R 6.7/8.8
Family,238,170,238,BG→P,8.3P 7.7/8.9,4.0BG 3.9/3.9,8.3P 7.7/8.9
Family,238,221,51,PB→Y,9.4Y 8.7/11.1,9.8PB 1.6/10.8,9.4Y 8.7/11.1
Family,238,136,153,GY→R,1.5R 6.7/9.0,5.3GY 2.6/5.2,4.9R 6.7/8.6
Family,238,170,255,B→P,6.7P 7.8/10.3,2.4B 4.0/4.0,6.7P 7.8/10.3
Family,238,221,68,PB→Y,9.3Y 8.7/10.3,8.9PB 1.7/13.0,9.3Y 8.7/10.3
Family,238,136,170,GY→RP,7.6RP 6.8/9.5,6.4GY 2.6/4.2,7.6RP 6.8/9.5
Family,238,187,0,B→Y,3.8Y 7.8/11.9,8.7B 4.0/5.4,3.8Y 7.8/11.9
Family,238,221,85,PB→Y,9.2Y 8.7/9.5,8.4PB 1.9/15.2,9.2Y 8.7/9.5
Family,238,136,187,GY→RP,4.3RP 6.8/10.3,9.3GY 2.7/3.0,4.3RP 6.8/10.3
Family,238,187,17,PB→Y,3.7Y 7.8/11.6,2.4PB 4.1/7.1,3.7Y 7.8/11.7
Family,238,221,102,PB→Y,9.0Y 8.7/8.4,8.0PB 2.1/16.9,9.0Y 8.7/8.5
Family,238,136,204,BG→RP,2.1RP 6.9/11.2,1.8BG 2.7/2.0,2.1RP 6.9/11.2
Family,238,187,34,PB→Y,3.6Y 7.8/11.2,4.6PB 4.2/9.1,3.6Y 7.8/11.3
Family,238,221,119,PB→Y,8.8Y 8.7/7.4,7.7PB 2.3/18.6,8.8Y 8.7/7.4
Family,238,136,221,B→RP,0.1RP 6.9/12.5,9.0B 2.8/2.3,0.1RP 6.9/12.5
Family,238,187,51,PB→Y,3.4Y 7.8/10.6,5.7PB 4.3/11.2,3.4Y 7.8/10.6
Family,238,221,136,PB→Y,8.5Y 8.8/6.3,7.5PB 2.6/20.3,8.5Y 8.8/6.3
Family,238,136,238,PB→P,8.3P 7.0/13.8,4.4PB 2.9/4.1,8.2P 7.0/13.7
Family,238,187,68,PB→Y,3.0Y 7.8/9.8,6.2PB 4.4/13.3,3.0Y 7.8/9.8
Family,238,221,153,PB→Y,8.0Y 8.8/5.2,7.3PB 3.2/25.5,8.0Y 8.8/5.2
Family,238,136,255,PB→P,7.0P 7.1/15.2,6.1PB 2.9/6.3,6.9P 7.1/15.0
Family,238,187,85,PB→Y,2.6Y 7.8/8.9,6.6PB 4.5/15.2,2.6Y 7.8/8.9
Family,238,153,0,PB→YR,8.6YR 6.9/12.6,6.7PB 3.1/8.6,8.6YR 6.9/12.6
Family,238,187,102,PB→Y,1.8Y 7.8/7.9,6.8PB 4.7/17.1,1.8Y 7.8/7.9
Family,238,153,17,PB→YR,8.4YR 6.9/12.3,7.1PB 3.2/10.7,8.4YR 6.9/12.3
Family,238,187,119,PB→Y,0.7Y 7.8/6.9,7.0PB 4.8/18.9,0.7Y 7.8/6.9
Family,238,153,34,PB→YR,8.2YR 6.9/11.8,7.2PB 3.3/12.9,8.1YR 6.9/11.8
Family,238,187,136,GY→YR,9.3YR 7.9/5.9,8.0GY 4.3/10.1,9.3YR 7.9/5.9
Family,238,153,51,PB→YR,7.7YR 6.9/11.2,7.3PB 3.4/14.9,7.7YR 6.9/11.2
Family,238,187,153,GY→YR,7.3YR 7.9/5.0,8.3GY 4.3/9.6,7.3YR 7.9/5.0
Family,238,221,238,P→RP,1.8RP 9.0/1.6,2.4P 1.7/4.0,2.4RP 9.0/-113.7
Family,238,153,68,PB→YR,6.9YR 7.0/10.4,7.3PB 3.6/17.0,6.9YR 7.0/10.4
Family,238,187,170,GY→YR,3.8YR 7.9/4.2,8.9GY 4.3/9.0,3.7YR 7.9/4.2
Family,238,153,85,PB→YR,5.9YR 7.0/9.5,7.3PB 3.7/19.0,5.8YR 7.0/9.5
Family,238,187,187,GY→R,8.2R 8.0/3.9,9.9GY 4.4/8.1,8.1R 8.0/3.9
Family,238,238,0,PB→GY,1.6GY 9.1/15.5,9.3PB 1.9/8.8,1.7GY 9.1/12.6
Family,238,153,102,PB→YR,4.4YR 7.0/8.7,7.3PB 3.9/21.1,4.4YR 7.0/8.7
Family,238,187,204,G→RP,8.8RP 8.0/4.4,1.0G 4.4/7.1,8.7RP 8.0/4.4
Family,238,238,17,PB→GY,1.6GY 9.1/15.2,8.7PB 2.1/11.1,1.7GY 9.1/12.4
Family,238,153,119,PB→YR,2.5YR 7.0/7.8,7.3PB 4.1/23.2,2.5YR 7.0/7.8
Family,238,187,221,G→RP,2.2RP 8.1/5.3,2.9G 4.4/6.2,2.2RP 8.1/5.3
Family,238,238,34,PB→GY,1.7GY 9.1/14.7,8.3PB 2.2/13.1,1.7GY 9.1/12.0
Family,238,153,136,GY→R,9.7R 7.0/7.2,6.5GY 3.2/7.6,9.7R 7.1/7.2
Family,238,187,238,G→P,8.3P 8.1/6.6,7.7G 4.5/5.4,8.4P 8.1/6.6
Family,238,238,51,PB→GY,1.7GY 9.1/14.0,7.9PB 2.4/15.0,1.8GY 9.1/11.6
Family,238,153,153,GY→R,6.0R 7.1/7.1,6.9GY 3.2/6.9,5.9R 7.1/7.1
Family,238,187,255,BG→P,6.4P 8.2/7.8,4.3BG 4.5/4.9,6.4P 8.2/7.9
Family,238,238,68,PB→GY,1.7GY 9.1/13.2,7.7PB 2.6/16.9,1.8GY 9.1/10.9
Family,238,153,170,GY→R,0.7R 7.1/7.4,7.8GY 3.2/6.1,4.9R 7.1/6.8
Family,238,204,0,B→Y,6.3Y 8.2/11.9,1.1B 4.6/4.9,6.4Y 8.2/11.9
Family,238,238,85,PB→GY,1.8GY 9.2/12.3,7.5PB 2.8/18.9,1.9GY 9.2/10.1
Family,238,153,187,GY→RP,6.0RP 7.2/7.9,9.6GY 3.2/4.9,6.0RP 7.2/7.9
Family,238,204,17,B→Y,6.3Y 8.2/11.7,6.8B 4.6/5.9,6.3Y 8.2/11.7
Family,238,238,102,PB→GY,1.9GY 9.2/11.3,7.4PB 3.0/21.0,2.0GY 9.2/9.2
Family,238,153,204,G→RP,2.9RP 7.2/8.8,3.0G 3.3/3.8,2.9RP 7.2/8.8
Family,238,204,34,PB→Y,6.2Y 8.2/11.3,0.8PB 4.7/7.5,6.2Y 8.2/11.3
Family,238,238,119,PB→GY,2.0GY 9.2/10.2,7.4PB 3.2/22.7,2.2GY 9.2/8.1
Family,238,153,221,BG→RP,0.4RP 7.3/10.0,3.3BG 3.3/3.0,0.4RP 7.3/10.0
Family,238,204,51,PB→Y,6.0Y 8.2/10.7,3.2PB 4.8/9.4,6.0Y 8.2/10.7
Family,238,153,238,B→P,8.3P 7.3/11.4,4.4B 3.4/3.1,8.2P 7.4/11.3
Family,238,204,68,PB→Y,5.8Y 8.2/9.9,5.0PB 4.9/11.4,5.8Y 8.2/9.9
Family,238,153,255,PB→P,6.8P 7.4/12.8,1.1PB 3.5/4.6,6.8P 7.4/12.6
Family,238,204,85,PB→Y,5.4Y 8.2/9.0,5.8PB 5.0/13.4,5.4Y 8.2/9.0
Family,238,170,0,PB→Y,1.2Y 7.3/12.1,4.3PB 3.5/6.6,1.3Y 7.3/12.1
Family,238,204,102,PB→Y,4.9Y 8.3/8.0,6.2PB 5.1/15.2,4.9Y 8.3/8.0
Family,238,170,17,PB→Y,1.1Y 7.3/11.8,5.7PB 3.6/8.7,1.1Y 7.3/11.8
Family,238,204,119,PB→Y,4.4Y 8.3/7.0,6.6PB 5.2/17.0,4.4Y 8.3/7.0
Family,238,170,34,PB→Y,0.9Y 7.3/11.4,6.4PB 3.7/11.0,0.9Y 7.3/11.4
Family,238,204,136,PB→Y,3.6Y 8.3/5.9,7.7PB 2.3/4.0,3.6Y 8.3/5.9
Family,238,238,221,PB→GY,5.6GY 9.4/2.6,6.8PB 3.9/13.2,5.0GY 9.4/9.2
Family,238,170,51,GY→Y,0.6Y 7.3/10.8,8.5GY 4.9/11.5,0.6Y 7.4/10.8
Family,238,204,153,BG→Y,2.5Y 8.3/4.8,9.8BG 6.3/7.1,2.5Y 8.3/4.8
Family,238,238,238,G→GY,8.4GY 9.4/1.3,1.3G 7.7/14.4,8.5GY 9.4/5.1
Family,238,170,85,GY→YR,9.2YR 7.4/9.0,8.7GY 4.9/11.1,9.2YR 7.4/9.0
Family,238,204,170,B→Y,0.7Y 8.4/3.8,4.0B 6.4/7.6,0.7Y 8.4/3.8
Family,238,238,255,G→PB,9.4B 9.4/1.7,1.9G 7.8/13.4,1.2PB 9.4/23.2
Family,255,0,0,GY→R,7.9R 5.2/20.5,9.2GY 4.9/10.5,7.9R 5.2/20.4
Family,255,34,187,B→RP,3.2RP 5.7/20.4,7.3B 6.5/8.7,3.3RP 5.7/19.8
Family,255,85,102,G→R,4.4R 6.0/15.1,2.7G 7.8/12.4,6.2R 5.9/13.8
Family,255,0,17,GY→R,7.7R 5.2/20.2,9.9GY 4.9/9.8,7.7R 5.2/20.2
Family,255,34,204,PB→RP,2.0RP 5.8/21.4,0.2PB 6.5/10.1,2.0RP 5.8/21.2
Family,255,85,119,G→R,2.2R 6.0/15.1,4.0G 7.8/11.6,4.9R 6.0/14.9
Family,255,0,34,G→R,7.2R 5.2/19.8,0.7G 4.9/8.8,7.2R 5.2/19.8
Family,255,34,221,PB→RP,0.8RP 5.8/22.4,2.0PB 6.6/11.5,0.8RP 5.8/22.0
Family,255,85,136,G→R,9.7RP 6.0/15.3,5.8G 7.9/10.8,0.0R 6.0/13.2
Family,255,0,51,G→R,6.3R 5.2/19.3,1.9G 5.0/7.9,6.3R 5.2/19.3
Family,255,34,238,GY→P,9.6P 5.9/23.5,9.3GY 6.6/15.2,9.6P 5.9/23.3
Family,255,85,153,G→RP,7.6RP 6.1/15.7,9.1G 7.9/10.1,7.6RP 6.1/15.6
Family,255,0,68,G→R,5.0R 5.3/18.8,4.3G 5.0/7.1,6.9R 5.3/17.3
Family,255,34,255,GY→P,8.5P 6.0/24.4,9.4GY 6.6/14.9,8.4P 6.0/24.1
Family,255,85,170,BG→RP,5.3RP 6.1/16.3,2.9BG 8.0/9.6,5.3RP 6.1/16.2
Family,255,0,85,G→R,3.6R 5.3/18.6,9.1G 5.0/6.3,5.5R 5.3/16.7
Family,255,51,0,GY→R,8.6R 5.5/19.0,9.6GY 6.6/14.5,8.6R 5.5/19.0
Family,255,85,187,BG→RP,3.7RP 6.2/17.1,6.2BG 8.0/9.1,3.8RP 6.2/16.6
Family,255,0,102,BG→R,1.8R 5.3/18.6,4.7BG 5.1/5.9,4.9R 5.3/17.8
Family,255,51,17,GY→R,8.3R 5.5/18.8,10.0GY 6.6/13.9,8.4R 5.5/18.8
Family,255,85,204,BG→RP,2.4RP 6.2/17.9,9.7BG 8.1/8.9,2.4RP 6.2/17.8
Family,255,0,119,B→RP,9.7RP 5.4/18.8,0.4B 5.1/5.7,9.8RP 5.4/18.8
Family,255,51,34,G→R,7.9R 5.5/18.3,0.4G 6.6/13.2,7.9R 5.5/18.3
Family,255,85,221,B→RP,0.9RP 6.3/18.9,2.9B 8.1/8.9,0.9RP 6.3/18.6
Family,255,0,136,B→RP,7.9RP 5.4/19.2,5.5B 5.2/6.5,8.0RP 5.4/19.1
Family,255,51,51,G→R,7.2R 5.5/17.8,0.9G 6.6/12.4,7.1R 5.5/17.8
Family,255,85,238,GY→P,9.7P 6.4/19.9,9.6GY 8.2/18.2,9.6P 6.4/19.8
Family,255,0,153,B→RP,6.0RP 5.5/19.7,9.5B 5.3/7.9,6.1RP 5.5/19.5
Family,255,51,68,G→R,6.0R 5.5/17.4,1.6G 6.6/11.4,6.0R 5.5/17.4
Family,255,85,255,GY→P,8.4P 6.5/21.0,9.7GY 8.2/18.0,8.4P 6.5/20.8
Family,255,0,170,PB→RP,4.4RP 5.5/20.4,2.0PB 5.4/9.6,4.4RP 5.5/19.9
Family,255,51,85,G→R,4.5R 5.5/17.1,2.7G 6.7/10.6,6.3R 5.5/15.7
Family,255,102,0,GY→YR,1.0YR 6.1/16.2,9.8GY 8.2/17.7,1.0YR 6.1/16.2
Family,255,0,187,PB→RP,3.2RP 5.6/21.3,3.9PB 5.5/11.4,3.2RP 5.6/20.7
Family,255,51,102,G→R,2.7R 5.6/17.1,4.4G 6.7/9.8,5.0R 5.6/15.1
Family,255,102,17,G→YR,0.8YR 6.1/15.9,0.0G 8.3/17.2,0.8YR 6.1/15.9
Family,255,0,204,PB→RP,2.0RP 5.7/22.3,5.2PB 5.6/13.2,2.0RP 5.7/22.0
Family,255,51,119,G→R,0.5R 5.6/17.3,7.4G 6.7/9.0,4.9R 5.6/15.4
Family,255,102,34,G→YR,0.4YR 6.1/15.4,0.3G 8.3/16.8,0.4YR 6.1/15.4
Family,255,0,221,PB→RP,0.8RP 5.7/23.2,5.8PB 5.7/14.9,0.8RP 5.7/22.8
Family,255,51,136,BG→RP,8.5RP 5.6/17.7,1.7BG 6.8/8.4,8.6RP 5.6/17.5
Family,255,102,51,G→R,9.8R 6.2/14.8,0.6G 8.3/16.2,9.8R 6.1/14.8
Family,255,0,238,GY→P,9.6P 5.8/24.2,8.8GY 5.5/12.7,9.6P 5.8/24.1
Family,255,51,153,BG→RP,6.5RP 5.7/18.2,5.7BG 6.8/8.0,6.6RP 5.7/18.0
Family,255,102,68,G→R,8.9R 6.2/14.3,1.1G 8.3/15.4,8.9R 6.2/14.3
Family,255,0,255,GY→P,8.5P 5.9/25.1,9.0GY 5.5/12.4,8.4P 5.9/24.8
Family,255,51,170,BG→RP,4.7RP 5.8/18.8,9.7BG 6.9/7.9,4.7RP 5.7/18.6
