Type,R,G,B,Difference,Reference,Python,Rust
Family,204,204,85,R→GY,1.9GY 8.0/8.7,9.4R 6.5/12.5,1.9GY 7.9/8.7
Family,204,238,204,R→G,0.7G 9.1/4.2,8.3R 5.3/19.7,0.7G 9.1/3.9
Family,204,153,255,RP→P,3.8P 7.1/11.9,3.5RP 6.0/18.6,3.8P 7.1/11.9
Family,204,204,102,R→GY,2.1GY 8.0/7.6,7.8R 6.5/12.1,2.1GY 8.0/7.6
Family,204,238,221,R→G,3.6G 9.1/3.4,8.0R 5.3/19.5,3.6G 9.1/3.0
Family,204,170,0,RP→Y,5.8Y 7.0/10.6,2.2RP 6.0/19.4,5.8Y 7.0/10.6
Family,204,204,119,R→GY,2.3GY 8.0/6.5,5.7R 6.5/11.9,2.3GY 8.0/6.5
Family,204,238,238,R→BG,2.3BG 9.2/3.0,7.6R 5.4/19.0,2.4BG 9.2/2.5
Family,204,170,17,RP→Y,5.7Y 7.0/10.2,0.9RP 6.1/20.4,5.7Y 7.0/10.2
Family,204,204,136,R→GY,2.5GY 8.0/5.3,2.8R 6.6/11.9,2.5GY 8.0/5.3
Family,204,238,255,R→B,2.1B 9.2/3.4,6.7R 5.4/18.5,2.2B 9.2/2.8
Family,204,170,34,P→Y,5.6Y 7.0/9.8,9.7P 6.2/21.4,5.6Y 7.0/9.8
Family,204,204,153,RP→GY,3.0GY 8.0/4.2,9.8RP 6.6/12.1,3.1GY 8.0/4.2
Family,204,255,170,R→GY,8.0GY 9.5/12.7,5.5R 5.4/18.1,8.5GY 9.5/7.1
Family,204,170,51,P→Y,5.3Y 7.0/9.1,8.4P 6.3/22.4,5.3Y 7.0/9.1
Family,204,204,170,RP→GY,4.0GY 8.1/2.9,7.1RP 6.7/12.6,4.0GY 8.1/2.9
Family,204,255,187,R→GY,8.9GY 9.5/11.5,4.0R 5.4/17.8,9.5GY 9.5/6.0
Family,204,170,68,R→Y,4.9Y 7.0/8.2,9.9R 5.9/17.0,4.9Y 7.0/8.2
Family,204,204,187,RP→GY,5.4GY 8.1/1.8,4.6RP 6.7/13.4,5.1GY 8.1/5.5
Family,204,255,204,R→G,0.3G 9.5/10.3,2.2R 5.4/17.9,0.7G 9.5/5.2
Family,204,170,85,R→Y,4.4Y 7.0/7.2,9.7R 5.9/16.8,4.4Y 7.0/7.2
Family,204,204,204,RP→GY,8.3GY 8.2/0.8,2.9RP 6.8/14.3,8.3GY 8.2/5.0
Family,204,255,221,R→G,2.2G 9.6/9.6,0.1R 5.5/18.1,2.5G 9.6/4.4
Family,204,170,102,R→Y,3.6Y 7.0/6.1,9.3R 5.9/16.5,3.6Y 7.0/6.1
Family,204,204,221,RP→B,1.9PB 8.2/1.2,1.2RP 6.8/15.3,9.9B 8.2/8.7
Family,204,255,238,RP→G,5.6G 9.6/9.3,8.2RP 5.5/18.4,6.4G 9.6/3.8
Family,221,34,187,P→RP,1.2RP 5.1/19.6,9.7P 6.9/16.4,1.2RP 5.1/19.2
Family,221,85,102,RP→R,3.7R 5.4/11.9,6.2RP 5.6/18.9,5.5R 5.4/10.9
Family,221,85,119,RP→R,0.7R 5.4/12.2,4.5RP 5.6/19.5,4.9R 5.4/11.0
Family,221,34,221,YR→P,8.5P 5.3/21.8,4.6YR 6.8/14.3,8.5P 5.3/21.5
Family,221,85,136,YR→RP,7.8RP 5.5/12.7,8.0YR 7.6/11.0,7.8RP 5.5/12.6
Family,221,0,51,Y→R,5.8R 4.6/16.7,0.8Y 8.5/6.7,7.7R 4.6/15.5
Family,221,34,238,YR→P,7.4P 5.4/23.1,4.4YR 6.8/14.0,7.4P 5.4/23.0
Family,221,85,153,YR→RP,5.1RP 5.5/13.3,7.2YR 7.6/10.1,5.1RP 5.5/13.3
Family,221,0,68,YR→R,4.2R 4.6/16.4,9.3YR 8.5/5.7,6.2R 4.6/14.9
Family,221,34,255,YR→P,6.4P 5.5/24.3,4.1YR 6.8/13.6,6.3P 5.5/24.0
Family,221,85,170,YR→RP,3.3RP 5.6/14.3,6.1YR 7.6/9.2,3.3RP 5.6/13.9
Family,221,0,85,YR→R,2.4R 4.6/16.4,7.3YR 8.5/4.7,4.9R 4.6/16.3
Family,221,51,0,YR→R,9.2R 4.8/16.5,3.6YR 6.8/12.9,9.2R 4.8/16.5
Family,221,85,187,YR→RP,1.6RP 5.7/15.4,4.6YR 7.6/8.3,1.6RP 5.6/15.1
Family,221,0,102,YR→RP,0.1R 4.7/16.6,3.9YR 8.6/3.9,10.0RP 4.6/16.6
Family,221,51,17,YR→R,8.8R 4.8/16.2,2.8YR 6.8/12.2,8.8R 4.8/16.2
Family,221,85,204,YR→RP,10.0P 5.7/16.7,2.7YR 7.7/7.5,0.0RP 5.7/16.7
Family,221,0,119,R→RP,7.9RP 4.7/17.0,8.5R 8.6/3.7,7.9RP 4.7/16.9
Family,221,51,34,YR→R,8.2R 4.8/15.7,1.7YR 6.8/11.5,8.2R 4.8/15.7
Family,221,85,221,R→P,8.5P 5.8/18.1,9.8R 7.7/6.9,8.4P 5.8/17.9
Family,221,51,51,YR→R,7.2R 4.8/15.1,0.0YR 6.8/10.8,7.2R 4.9/15.1
Family,221,85,238,R→P,7.2P 5.9/19.4,6.0R 7.7/6.8,7.2P 5.9/19.3
Family,221,85,255,R→P,6.2P 6.0/20.7,0.7R 7.8/7.1,6.2P 6.0/20.5
Family,221,0,170,P→RP,2.7RP 4.9/19.4,8.3P 8.8/6.2,2.7RP 4.9/19.2
Family,221,102,0,RP→YR,3.0YR 5.6/13.6,6.0RP 7.8/7.6,3.0YR 5.6/13.6
Family,221,0,187,Y→RP,1.2RP 5.0/20.6,6.6Y 8.8/12.5,1.2RP 5.0/20.1
Family,221,102,17,RP→YR,2.7YR 5.6/13.3,2.7RP 7.9/8.6,2.7YR 5.6/13.3
Family,221,0,204,Y→P,9.9P 5.0/21.8,6.5Y 8.8/12.3,9.9P 5.1/21.7
Family,221,102,34,RP→YR,2.2YR 5.6/12.7,0.3RP 7.9/9.7,2.2YR 5.6/12.7
Family,221,0,221,Y→P,8.6P 5.2/22.9,6.5Y 8.8/11.9,8.5P 5.1/22.6
Family,221,102,51,P→YR,1.3YR 5.6/11.9,8.2P 8.0/11.0,1.3YR 5.6/11.9
Family,221,0,238,Y→P,7.4P 5.2/24.1,6.3Y 8.8/11.4,7.4P 5.3/24.1
Family,221,102,68,Y→R,10.0R 5.6/11.2,1.8Y 8.0/12.8,10.0R 5.6/11.2
Family,221,0,255,Y→P,6.4P 5.4/25.2,6.1Y 8.8/10.7,6.4P 5.4/24.9
Family,221,102,85,Y→R,8.3R 5.7/10.7,1.7Y 8.0/12.5,8.3R 5.7/10.7
Family,221,17,0,Y→R,8.4R 4.6/17.7,5.8Y 8.9/9.9,8.4R 4.6/17.7
Family,221,51,187,P→RP,1.3RP 5.2/18.5,9.8P 7.2/14.3,1.3RP 5.2/18.1
Family,221,102,102,Y→R,5.9R 5.7/10.5,1.6Y 8.0/12.1,5.9R 5.7/10.5
Family,221,17,17,Y→R,8.1R 4.6/17.4,5.4Y 8.9/8.9,8.1R 4.6/17.3
Family,221,102,119,Y→R,2.7R 5.7/10.6,1.3Y 8.0/11.5,5.0R 5.7/9.4
Family,221,17,34,Y→R,7.4R 4.6/16.8,4.9Y 8.9/7.8,7.4R 4.6/16.8
Family,221,51,221,YR→P,8.5P 5.4/20.8,6.8YR 7.1/13.7,8.5P 5.4/20.6
Family,221,102,136,Y→RP,9.2RP 5.8/11.0,0.8Y 8.0/10.8,9.3RP 5.8/11.0
Family,221,17,51,Y→R,6.1R 4.6/16.4,4.4Y 8.9/6.8,6.1R 4.6/16.4
Family,221,51,238,YR→P,7.3P 5.5/22.0,6.7YR 7.1/13.4,7.3P 5.5/21.9
Family,221,102,153,Y→RP,6.1RP 5.8/11.6,0.2Y 8.0/9.9,6.2RP 5.8/11.5
Family,221,17,68,Y→R,4.4R 4.6/16.1,3.6Y 8.9/5.7,6.4R 4.6/14.6
Family,221,51,255,YR→P,6.4P 5.6/23.4,6.4YR 7.2/13.0,6.3P 5.6/23.0
Family,221,102,170,YR→RP,3.7RP 5.9/12.5,9.4YR 8.0/8.9,3.8RP 5.9/12.2
Family,221,17,85,Y→R,2.6R 4.7/16.1,2.5Y 9.0/4.6,5.0R 4.7/13.8
Family,221,68,0,YR→R,9.9R 5.0/15.5,5.9YR 7.2/12.3,9.9R 5.0/15.5
Family,221,102,187,YR→RP,1.9RP 5.9/13.5,8.3YR 8.0/7.8,1.8RP 5.9/13.4
Family,221,17,102,Y→R,0.2R 4.7/16.3,0.7Y 9.0/3.6,4.9R 4.7/14.1
Family,221,68,17,YR→R,9.6R 5.0/15.2,5.2YR 7.2/11.5,9.6R 5.0/15.2
Family,221,102,204,YR→RP,0.1RP 6.0/14.8,6.8YR 8.1/6.9,0.1RP 6.0/14.7
Family,221,17,119,YR→RP,8.0RP 4.7/16.7,7.9YR 9.0/2.8,8.1RP 4.7/16.6
Family,221,68,34,YR→R,9.0R 5.0/14.8,4.3YR 7.2/10.7,9.0R 5.0/14.8
Family,221,102,221,YR→P,8.4P 6.1/16.2,4.5YR 8.1/6.1,8.4P 6.1/16.0
Family,221,17,136,YR→RP,5.8RP 4.8/17.3,2.0YR 9.1/2.5,5.9RP 4.8/17.1
Family,221,68,51,YR→R,8.1R 5.0/14.2,3.0YR 7.2/9.9,8.1R 5.1/14.2
Family,221,102,238,YR→P,7.1P 6.2/17.7,1.5YR 8.1/5.4,7.1P 6.2/17.5
Family,221,68,68,YR→R,6.6R 5.1/13.8,1.2YR 7.2/9.2,6.6R 5.1/13.8
Family,221,102,255,R→P,6.1P 6.2/19.0,6.8R 8.2/5.2,6.0P 6.2/18.7
Family,221,17,170,P→RP,2.7RP 4.9/19.1,8.7P 9.2/4.3,2.7RP 4.9/18.9
Family,221,119,0,RP→YR,5.2YR 5.9/12.9,9.9RP 8.2/5.6,5.2YR 5.9/12.9
Family,221,17,187,Y→RP,1.2RP 5.0/20.2,9.5Y 9.3/15.0,1.2RP 5.0/19.8
Family,221,119,17,RP→YR,4.9YR 5.9/12.5,4.2RP 8.2/6.3,4.9YR 5.9/12.5
Family,221,17,204,Y→P,9.9P 5.1/21.4,9.3Y 9.3/13.1,9.9P 5.1/21.3
Family,221,119,34,RP→YR,4.5YR 5.9/11.9,0.9RP 8.3/7.2,4.5YR 5.9/11.9
Family,221,17,221,Y→P,8.6P 5.2/22.5,9.1Y 9.3/11.5,8.5P 5.2/22.1
Family,221,119,51,P→YR,3.8YR 6.0/11.2,8.3P 8.4/8.4,3.8YR 6.0/11.2
Family,221,17,238,Y→P,7.4P 5.3/23.8,8.8Y 9.4/9.9,7.4P 5.3/23.7
Family,221,119,68,Y→YR,2.7YR 6.0/10.3,4.1Y 8.4/12.5,2.7YR 6.0/10.4
Family,221,17,255,Y→P,6.4P 5.4/24.9,8.4Y 9.4/8.3,6.4P 5.4/24.6
Family,221,119,85,Y→YR,1.0YR 6.0/9.7,4.0Y 8.4/12.3,0.9YR 6.0/9.7
Family,221,34,0,Y→R,8.7R 4.7/17.2,7.7Y 9.4/6.8,8.7R 4.7/17.2
Family,221,119,102,Y→R,8.8R 6.0/9.2,3.9Y 8.4/11.9,8.7R 6.0/9.2
Family,221,34,17,Y→R,8.4R 4.7/16.9,6.6Y 9.5/5.2,8.4R 4.7/16.9
Family,221,119,119,Y→R,5.8R 6.0/9.0,3.8Y 8.4/11.3,5.7R 6.1/9.0
Family,221,34,34,Y→R,7.7R 4.7/16.3,4.6Y 9.5/3.5,7.7R 4.7/16.3
Family,221,68,221,YR→P,8.5P 5.6/19.6,9.3YR 7.5/13.1,8.5P 5.6/19.3
Family,221,119,136,Y→R,1.7R 6.1/9.2,3.5Y 8.4/10.6,4.9R 6.1/8.8
Family,221,34,51,YR→R,6.5R 4.7/15.9,10.0YR 9.5/2.0,6.5R 4.7/15.9
Family,221,68,238,G→P,7.3P 5.7/20.8,1.6G 8.8/15.8,7.3P 5.7/20.7
Family,221,119,153,GY→RP,7.8RP 6.1/9.7,10.0GY 6.0/13.8,7.8RP 6.1/9.7
Family,221,34,68,BG→R,4.8R 4.7/15.6,9.5BG 7.4/8.9,6.8R 4.7/14.2
Family,221,68,255,G→P,6.3P 5.8/22.0,2.2G 8.8/15.0,6.2P 5.8/21.7
Family,221,119,170,G→RP,4.5RP 6.2/10.5,0.3G 6.0/13.2,4.5RP 6.2/10.5
Family,221,34,85,B→R,2.9R 4.8/15.5,2.9B 7.5/9.0,5.1R 4.8/13.6
Family,221,85,0,G→YR,1.2YR 5.3/14.6,2.9G 8.9/14.2,1.2YR 5.3/14.6
Family,221,119,187,G→RP,2.3RP 6.2/11.4,0.8G 6.0/12.5,2.3RP 6.2/11.4
Family,221,34,102,B→R,0.6R 4.8/15.7,5.4B 7.6/9.5,4.9R 4.8/14.0
Family,221,85,17,G→YR,0.9YR 5.3/14.2,3.9G 8.9/13.4,0.9YR 5.3/14.2
Family,221,119,204,G→RP,0.2RP 6.3/12.6,1.5G 6.0/11.7,0.2RP 6.3/12.5
Family,221,34,119,GY→RP,8.2RP 4.8/16.1,9.8GY 7.7/17.7,8.3RP 4.8/15.9
Family,221,85,34,G→YR,0.3YR 5.3/13.6,5.0G 8.9/12.4,0.3YR 5.3/13.5
Family,221,34,136,GY→RP,6.0RP 4.9/16.7,9.9GY 7.7/17.5,6.0RP 4.9/16.5
Family,221,85,51,G→R,9.4R 5.3/12.9,7.6G 9.0/11.6,9.4R 5.3/12.9
Family,221,119,238,G→P,7.0P 6.5/15.4,4.2G 6.1/10.0,6.9P 6.5/15.3
Family,221,34,153,G→RP,4.1RP 5.0/17.6,0.0G 7.7/17.2,4.2RP 4.9/17.1
Family,221,85,68,BG→R,8.1R 5.3/12.4,0.5BG 9.0/11.1,8.1R 5.3/12.4
Family,221,119,255,G→P,6.0P 6.5/16.9,7.1G 6.1/9.1,5.9P 6.5/16.7
Family,221,34,170,G→RP,2.7RP 5.0/18.5,0.2G 7.7/16.8,2.8RP 5.0/18.3
Family,221,85,85,BG→R,6.2R 5.3/12.0,3.7BG 9.1/10.8,6.2R 5.4/12.0
Family,221,136,0,BG→YR,7.8YR 6.3/12.0,1.5BG 6.2/8.4,7.8YR 6.3/12.0
Family,221,170,102,G→Y,0.6Y 7.2/7.0,0.5G 7.7/16.3,0.6Y 7.2/7.0
Family,221,204,204,BG→Y,8.7YR 8.3/1.1,6.6BG 9.1/10.9,0.8Y 8.3/-0.8
Family,221,136,17,BG→YR,7.6YR 6.3/11.7,5.4BG 6.2/7.9,7.6YR 6.3/11.7
Family,221,170,119,G→YR,9.2YR 7.2/5.9,1.0G 7.7/15.6,9.2YR 7.2/6.0
Family,221,204,221,PB→RP,1.1RP 8.3/1.8,7.9PB 1.1/13.2,2.2RP 8.3/-226.3
Family,221,136,34,GY→YR,7.3YR 6.3/11.2,9.2GY 2.5/5.2,7.3YR 6.3/11.2
Family,221,170,136,GY→YR,7.2YR 7.3/5.0,8.7GY 3.7/8.9,7.2YR 7.3/5.0
Family,221,204,238,PB→P,4.5P 8.4/3.4,7.4PB 1.3/14.6,4.5P 8.4/3.4
Family,221,136,51,G→YR,6.6YR 6.3/10.4,2.6G 2.6/4.0,6.6YR 6.3/10.5
Family,221,170,153,GY→YR,3.6YR 7.3/4.3,9.5GY 3.7/8.2,3.6YR 7.3/4.3
Family,221,204,255,PB→P,2.2P 8.4/5.1,8.6PB 1.2/9.1,2.2P 8.5/5.1
Family,221,136,68,BG→YR,5.7YR 6.3/9.6,3.3BG 2.6/3.2,5.7YR 6.3/9.6
Family,221,170,170,G→R,7.9R 7.3/4.0,0.7G 3.7/7.3,7.9R 7.3/4.0
Family,221,221,0,PB→GY,1.7GY 8.5/12.1,7.9PB 1.3/11.1,1.7GY 8.5/12.1
Family,221,136,85,B→YR,4.3YR 6.4/8.7,4.9B 2.7/3.2,4.3YR 6.4/8.7
Family,221,170,187,G→RP,8.6RP 7.4/4.5,2.4G 3.8/6.2,8.6RP 7.4/4.5
Family,221,221,17,PB→GY,1.7GY 8.5/11.9,7.4PB 1.6/13.1,1.7GY 8.5/11.9
Family,221,136,102,PB→YR,2.5YR 6.4/7.9,1.6PB 2.8/4.7,2.5YR 6.4/7.9
Family,221,170,204,G→RP,2.2RP 7.4/5.4,7.2G 3.8/5.3,2.2RP 7.4/5.4
Family,221,136,119,PB→R,9.7R 6.4/7.4,4.8PB 2.9/6.6,9.6R 6.4/7.4
Family,221,170,221,BG→P,8.4P 7.5/6.8,4.2BG 3.9/4.7,8.4P 7.5/6.8
Family,221,136,136,PB→R,6.0R 6.5/7.2,5.9PB 3.0/8.9,5.9R 6.5/7.3
Family,221,170,238,B→P,6.4P 7.6/8.3,1.3B 3.9/4.7,6.4P 7.6/8.3
Family,221,136,153,PB→R,0.8R 6.5/7.5,6.4PB 3.1/11.0,4.9R 6.5/6.9
Family,221,170,255,B→P,5.2P 7.6/9.8,7.2B 4.0/5.8,5.2P 7.6/9.8
Family,221,136,170,PB→RP,6.1RP 6.5/8.1,6.7PB 3.2/13.1,6.1RP 6.5/8.1
Family,221,187,0,PB→Y,6.1Y 7.6/11.3,1.3PB 4.1/7.5,6.1Y 7.6/11.3
Family,221,221,102,PB→GY,2.0GY 8.6/8.4,7.6PB 1.5/4.1,2.0GY 8.6/8.4
Family,221,136,187,PB→RP,3.0RP 6.6/9.1,6.9PB 3.4/15.1,3.0RP 6.6/9.1
Family,221,187,17,PB→Y,6.0Y 7.6/11.0,3.7PB 4.2/9.4,6.0Y 7.6/11.0
Family,221,221,119,PB→GY,2.2GY 8.6/7.4,7.6PB 1.6/6.5,2.2GY 8.6/7.4
Family,221,136,204,PB→RP,0.5RP 6.7/10.2,7.0PB 3.5/17.1,0.5RP 6.7/10.2
Family,221,187,34,PB→Y,5.9Y 7.6/10.6,5.3PB 4.3/11.4,5.9Y 7.6/10.6
Family,221,221,136,PB→GY,2.5GY 8.6/6.3,7.5PB 1.7/8.8,2.5GY 8.6/6.3
Family,221,136,221,PB→P,8.3P 6.7/11.7,7.0PB 3.7/19.1,8.3P 6.7/11.6
Family,221,187,51,PB→Y,5.7Y 7.6/9.9,5.9PB 4.4/13.4,5.7Y 7.6/9.9
Family,221,221,153,PB→GY,2.8GY 8.6/5.1,7.4PB 1.9/11.2,2.8GY 8.6/5.1
Family,221,136,238,PB→P,6.8P 6.8/13.2,7.1PB 3.8/21.1,6.8P 6.8/13.0
Family,221,187,68,PB→Y,5.4Y 7.6/9.1,6.3PB 4.5/15.3,5.4Y 7.6/9.1
Family,221,221,170,PB→GY,3.4GY 8.7/4.0,7.3PB 2.1/13.4,3.4GY 8.7/4.0
Family,221,136,255,PB→P,5.8P 6.9/14.8,7.1PB 4.0/23.3,5.7P 6.9/14.5
Family,221,187,85,PB→Y,4.9Y 7.6/8.1,6.6PB 4.6/17.2,4.9Y 7.6/8.1
Family,221,221,187,PB→GY,4.4GY 8.7/2.8,7.2PB 2.3/15.2,4.4GY 8.7/2.8
Family,221,153,0,GY→Y,0.6Y 6.7/11.6,7.7GY 3.1/8.3,0.6Y 6.7/11.6
Family,221,187,102,PB→Y,4.4Y 7.7/7.1,6.8PB 4.7/18.9,4.4Y 7.7/7.1
Family,221,153,17,GY→Y,0.5Y 6.7/11.3,8.3GY 3.1/7.8,0.5Y 6.7/11.3
Family,221,187,119,GY→Y,3.6Y 7.7/6.0,8.7GY 4.3/10.6,3.6Y 7.7/6.0
Family,221,153,34,GY→Y,0.2Y 6.7/10.8,9.4GY 3.1/6.9,0.2Y 6.7/10.8
Family,221,187,136,GY→Y,2.6Y 7.7/4.9,9.0GY 4.3/10.2,2.6Y 7.7/4.9
Family,221,221,238,GY→PB,0.8PB 8.8/1.1,8.9GY 1.9/3.2,1.3PB 8.8/22.5
Family,221,153,51,G→YR,9.7YR 6.7/10.0,1.2G 3.2/5.8,9.7YR 6.7/10.0
Family,221,187,153,GY→Y,0.7Y 7.7/3.9,9.6GY 4.3/9.5,0.6Y 7.7/3.9
Family,221,221,255,BG→PB,6.8PB 8.9/3.2,2.3BG 2.0/2.2,6.9PB 8.9/3.2
Family,221,153,68,G→YR,9.0YR 6.8/9.2,5.3G 3.2/4.7,9.0YR 6.8/9.2
Family,221,187,170,G→YR,7.7YR 7.8/3.0,0.5G 4.3/8.7,7.7YR 7.8/3.0
Family,221,238,0,B→GY,3.6GY 9.0/12.9,9.5B 2.0/2.6,3.6GY 9.0/12.9
Family,221,153,85,BG→YR,8.0YR 6.8/8.2,3.8BG 3.2/3.9,8.0YR 6.8/8.2
Family,221,187,187,G→YR,1.1YR 7.8/2.5,1.6G 4.3/7.8,1.0YR 7.8/2.6
Family,221,238,17,PB→GY,3.6GY 9.0/12.7,4.9PB 2.1/4.5,3.6GY 9.0/12.7
Family,221,153,102,B→YR,6.5YR 6.8/7.3,2.5B 3.3/3.8,6.5YR 6.8/7.3
Family,221,187,204,G→RP,6.4RP 7.9/3.1,3.7G 4.4/6.8,6.5RP 7.9/3.1
Family,221,238,34,PB→GY,3.6GY 9.0/12.3,6.2PB 2.2/6.6,3.6GY 9.0/12.3
Family,221,153,119,B→YR,4.3YR 6.8/6.4,9.2B 3.4/5.1,4.3YR 6.8/6.4
Family,221,187,221,G→P,8.7P 7.9/4.3,8.6G 4.4/6.0,8.7P 7.9/4.3
Family,221,238,51,PB→GY,3.7GY 9.0/11.9,6.7PB 2.4/8.7,3.8GY 9.0/11.8
Family,221,153,136,PB→YR,1.2YR 6.8/5.8,2.8PB 3.5/6.9,1.1YR 6.9/5.8
Family,221,187,238,BG→P,5.9P 8.0/6.0,4.5BG 4.5/5.5,5.9P 8.0/6.0
Family,221,238,68,PB→GY,3.9GY 9.0/11.3,6.9PB 2.5/10.9,3.9GY 9.0/11.2
Family,221,153,153,PB→R,6.6R 6.9/5.6,5.0PB 3.6/9.0,6.5R 6.9/5.7
Family,221,187,255,B→P,4.3P 8.0/7.4,0.5B 4.5/5.4,4.4P 8.0/7.4
Family,221,238,85,PB→GY,4.1GY 9.0/10.7,7.0PB 2.6/13.0,4.1GY 9.0/10.4
Family,221,153,170,PB→R,9.7RP 6.9/6.0,5.8PB 3.7/11.1,0.1R 6.9/5.3
Family,221,204,0,B→Y,9.3Y 8.1/11.6,5.9B 4.6/6.3,9.3Y 8.1/11.6
Family,221,238,102,PB→GY,4.4GY 9.0/9.9,7.1PB 2.8/15.0,4.4GY 9.0/9.5
Family,221,153,187,PB→RP,4.3RP 7.0/6.7,6.3PB 3.8/13.3,4.3RP 7.0/6.7
Family,221,204,17,PB→Y,9.3Y 8.1/11.4,0.0PB 4.7/7.7,9.3Y 8.1/11.4
Family,221,238,119,PB→GY,4.7GY 9.1/8.9,7.1PB 3.0/17.1,4.8GY 9.1/8.4
Family,221,153,204,PB→RP,1.0RP 7.0/7.8,6.6PB 3.9/15.5,1.0RP 7.0/7.8
Family,221,204,34,PB→Y,9.2Y 8.1/11.0,2.5PB 4.7/9.6,9.2Y 8.1/11.0
Family,221,238,136,PB→GY,5.1GY 9.1/8.0,7.1PB 3.2/19.2,5.2GY 9.1/7.4
Family,221,153,221,PB→P,8.3P 7.1/9.2,6.8PB 4.1/17.5,8.3P 7.1/9.2
Family,221,204,51,PB→Y,9.2Y 8.1/10.3,4.4PB 4.8/11.6,9.2Y 8.1/10.4
Family,221,238,153,PB→GY,5.5GY 9.1/7.0,7.1PB 3.3/21.1,5.6GY 9.1/6.4
Family,221,153,238,PB→P,6.7P 7.2/10.8,6.9PB 4.2/19.1,6.6P 7.2/10.7
Family,221,204,68,PB→Y,9.1Y 8.1/9.6,5.5PB 4.9/13.5,9.1Y 8.1/9.6
Family,221,153,255,PB→P,5.6P 7.2/12.3,7.0PB 4.3/20.9,5.5P 7.2/12.1
Family,221,204,85,PB→Y,8.9Y 8.1/8.6,6.0PB 5.0/15.4,8.9Y 8.1/8.6
Family,221,170,0,GY→Y,3.4Y 7.2/11.3,8.3GY 3.7/9.4,3.4Y 7.1/11.3
Family,221,204,102,PB→Y,8.7Y 8.1/7.6,6.4PB 5.2/17.1,8.7Y 8.1/7.6
Family,221,170,17,BG→Y,3.3Y 7.2/11.0,9.7BG 6.3/7.5,3.3Y 7.2/11.0
Family,221,204,119,G→Y,8.4Y 8.1/6.5,1.4G 7.7/14.7,8.4Y 8.1/6.5
Family,221,238,221,GY→G,0.2G 9.2/2.9,9.2GY 4.9/11.5,0.2G 9.2/2.2
Family,221,170,34,B→Y,3.1Y 7.2/10.5,3.7B 6.4/7.9,3.1Y 7.2/10.5
Family,221,204,136,G→Y,7.9Y 8.2/5.3,2.0G 7.7/13.7,7.9Y 8.2/5.3
Family,221,238,238,GY→G,7.1G 9.3/2.1,9.7GY 4.9/11.0,6.8G 9.3/4.2
Family,221,170,51,B→Y,2.8Y 7.2/9.8,6.9B 6.4/8.9,2.8Y 7.2/9.8
Family,221,204,153,G→Y,7.1Y 8.2/4.2,2.9G 7.8/12.8,7.1Y 8.2/4.2
Family,221,238,255,G→PB,3.4B 9.3/2.6,0.3G 4.9/10.2,0.3PB 9.3/-0.7
Family,221,170,68,B→Y,2.4Y 7.2/9.0,9.8B 6.5/10.2,2.4Y 7.2/9.0
Family,221,204,170,G→Y,5.8Y 8.2/3.0,4.1G 7.8/11.9,5.8Y 8.2/3.0
Family,221,170,85,G→Y,1.6Y 7.2/8.0,1.1G 4.9/9.3,1.6Y 7.2/8.0
Family,221,204,187,PB→Y,3.7Y 8.3/1.9,1.7PB 6.6/11.6,4.4Y 8.3/5.1
Family,238,0,0,G→R,8.1R 4.9/19.2,6.0G 7.8/11.1,8.1R 4.9/19.2
Family,238,34,187,G→RP,2.4RP 5.4/19.9,2.3G 4.9/8.4,2.4RP 5.4/19.8
Family,238,85,102,GY→R,4.1R 5.7/13.6,9.5GY 6.5/15.5,5.9R 5.7/12.3
Family,238,0,17,G→R,7.8R 4.9/18.9,9.3G 7.9/10.4,7.8R 4.9/18.9
Family,238,34,204,G→RP,1.0RP 5.5/20.9,4.8G 5.0/7.6,1.0RP 5.5/20.5
Family,238,85,119,GY→R,1.5R 5.7/13.8,9.6GY 6.5/15.2,4.9R 5.7/12.9
Family,238,0,34,BG→R,7.2R 4.9/18.5,3.0BG 7.9/9.9,7.2R 4.9/18.5
Family,238,34,221,G→P,9.8P 5.6/22.0,9.7G 5.0/6.9,9.7P 5.6/21.9
Family,238,85,136,GY→RP,8.9RP 5.7/14.1,9.8GY 6.6/14.8,9.0RP 5.7/14.0
Family,238,0,51,BG→R,6.1R 4.9/18.0,6.2BG 8.0/9.4,6.1R 4.9/18.0
Family,238,34,238,BG→P,8.5P 5.7/23.1,4.8BG 5.1/6.4,8.5P 5.6/22.8
Family,238,85,153,G→RP,6.4RP 5.8/14.6,0.2G 6.6/14.2,6.5RP 5.8/14.4
Family,238,0,68,BG→R,4.6R 4.9/17.6,9.7BG 8.0/9.1,6.6R 4.9/16.2
Family,238,34,255,B→P,7.4P 5.8/24.2,0.0B 5.1/6.2,7.4P 5.7/24.2
Family,238,85,170,G→RP,4.3RP 5.8/15.3,0.6G 6.6/13.5,4.4RP 5.8/15.1
Family,238,0,85,B→R,3.0R 5.0/17.6,2.8B 8.1/9.2,5.1R 5.0/15.5
Family,238,51,0,B→R,8.8R 5.1/17.8,4.9B 5.2/6.8,8.8R 5.1/17.8
Family,238,85,187,G→RP,2.8RP 5.9/16.2,1.1G 6.6/12.7,2.8RP 5.9/16.1
Family,238,0,102,GY→R,0.9R 5.0/17.8,9.8GY 8.2/18.5,4.9R 5.0/16.2
Family,238,51,17,B→R,8.6R 5.2/17.5,8.8B 5.2/8.2,8.6R 5.1/17.5
