source,r,g,b,python_munsell,python_hue_num,python_hue_family,python_value,python_chroma,python_success,rust_munsell,rust_hue_num,rust_hue_family,rust_value,rust_chroma,rust_success,reference_munsell,reference_hue_num,reference_hue_family,reference_value,reference_chroma,hue_diff_py_rust,value_diff_py_rust,chroma_diff_py_rust,match_type,analysis
reference,0,170,34,1.6G 7.5/14.4,1.6,G,7.5,14.4,True,0.1G 6.0/13.9,0.1,G,6.0,13.9,True,0.1G 6.0/13.9,0.1,G,6.0,13.9,1.5,1.5,0.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,221,7.9BG 8.3/9.6,7.9,BG,8.3,9.6,True,9.5BG 7.4/9.0,9.5,BG,7.4,9.0,True,9.5BG 7.4/9.0,9.5,BG,7.4,9.0,-1.6000000000000014,0.9000000000000004,0.5999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,136,5.9G 8.9/12.2,5.9,G,8.9,12.2,True,2.2G 8.8/15.1,2.2,G,8.8,15.1,True,2.2G 8.8/15.1,2.2,G,8.8,15.1,3.6999999999999957,0.09999999999999964,-2.9000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,51,2.5G 7.5/13.1,2.5,G,7.5,13.1,True,0.4G 6.0/13.4,0.4,G,6.0,13.4,True,0.4G 6.0/13.4,0.4,G,6.0,13.4,2.1000000000000014,1.5,-0.3000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,238,9.5BG 8.4/9.5,9.5,BG,8.4,9.5,True,2.8B 7.5/9.1,2.8,B,7.5,9.1,True,2.8B 7.5/9.1,2.8,B,7.5,9.1,-3.299999999999997,0.9000000000000004,0.40000000000000036,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,153,7.5G 9.0/11.7,7.5,G,9.0,11.7,True,3.0G 8.9/14.3,3.0,G,8.9,14.3,True,3.0G 8.9/14.3,3.0,G,8.9,14.3,4.5,0.09999999999999964,-2.6000000000000014,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,68,3.7G 7.5/12.2,3.7,G,7.5,12.2,True,0.9G 6.0/12.6,0.9,G,6.0,12.6,True,0.9G 6.0/12.6,0.9,G,6.0,12.6,2.8000000000000043,1.5,-0.40000000000000036,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,255,1.0B 8.4/9.4,1.0,B,8.4,9.4,True,5.3B 7.6/9.6,5.3,B,7.6,9.6,True,5.3B 7.6/9.6,5.3,B,7.6,9.6,-4.299999999999997,0.8000000000000007,-0.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,170,9.1G 9.0/11.4,9.1,G,9.0,11.4,True,3.9G 8.9/13.4,3.9,G,8.9,13.4,True,3.9G 8.9/13.4,3.9,G,8.9,13.4,5.200000000000003,0.09999999999999964,-2.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,85,4.9G 7.5/11.4,4.9,G,7.5,11.4,True,1.6G 6.0/11.8,1.6,G,6.0,11.8,True,1.6G 6.0/11.8,1.6,G,6.0,11.8,3.299999999999997,1.5,-0.40000000000000036,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,0,9.9GY 8.2/18.7,9.9,GY,8.2,18.7,True,9.8GY 7.7/17.8,9.8,GY,7.7,17.8,True,9.8GY 7.7/17.8,9.8,GY,7.7,17.8,0.10000000000000142,0.4999999999999991,0.8999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,187,0.8BG 9.0/11.1,0.8,BG,9.0,11.1,True,5.0G 8.9/12.5,5.0,G,8.9,12.5,True,5.0G 8.9/12.5,5.0,G,8.9,12.5,5.799999999999997,0.09999999999999964,-1.4000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,102,7.3G 7.6/10.8,7.3,G,7.6,10.8,True,2.6G 6.0/11.0,2.6,G,6.0,11.0,True,2.6G 6.0/11.0,2.6,G,6.0,11.0,4.699999999999996,1.5999999999999996,-0.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,17,0.6G 8.3/17.2,0.6,G,8.3,17.2,True,9.9GY 7.7/17.6,9.9,GY,7.7,17.6,True,9.9GY 7.7/17.6,9.9,GY,7.7,17.6,0.7000000000000028,0.6000000000000005,-0.40000000000000213,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,204,2.5BG 9.0/10.9,2.5,BG,9.0,10.9,True,7.6G 9.0/11.7,7.6,G,9.0,11.7,True,7.6G 9.0/11.7,7.6,G,9.0,11.7,4.899999999999999,0.0,-0.7999999999999989,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,119,9.7G 7.6/10.4,9.7,G,7.6,10.4,True,4.3G 6.1/10.1,4.3,G,6.1,10.1,True,4.3G 6.1/10.1,4.3,G,6.1,10.1,5.400000000000006,1.5,0.3000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,34,1.3G 8.3/16.0,1.3,G,8.3,16.0,True,0.1G 7.7/17.3,0.1,G,7.7,17.3,True,0.1G 7.7/17.3,0.1,G,7.7,17.3,1.1999999999999957,0.6000000000000005,-1.3000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,221,3.9BG 9.1/10.9,3.9,BG,9.1,10.9,True,0.5BG 9.0/11.1,0.5,BG,9.0,11.1,True,0.5BG 9.0/11.1,0.5,BG,9.0,11.1,3.3999999999999986,0.09999999999999964,-0.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,136,2.2BG 7.6/10.0,2.2,BG,7.6,10.0,True,7.2G 6.1/9.3,7.2,G,6.1,9.3,True,7.2G 6.1/9.3,7.2,G,6.1,9.3,5.0,1.5,0.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,51,2.0G 8.3/14.9,2.0,G,8.3,14.9,True,0.3G 7.7/16.9,0.3,G,7.7,16.9,True,0.3G 7.7/16.9,0.3,G,7.7,16.9,1.7000000000000028,0.6000000000000005,-1.9999999999999982,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,238,5.3BG 9.1/10.9,5.3,BG,9.1,10.9,True,3.7BG 9.1/10.9,3.7,BG,9.1,10.9,True,3.7BG 9.1/10.9,3.7,BG,9.1,10.9,1.5999999999999943,0.0,0.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,153,4.2BG 7.7/9.6,4.2,BG,7.7,9.6,True,1.5BG 6.2/8.5,1.5,BG,6.2,8.5,True,1.5BG 6.2/8.5,1.5,BG,6.2,8.5,2.700000000000003,1.5,1.0999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,68,2.8G 8.4/14.0,2.8,G,8.4,14.0,True,0.6G 7.7/16.4,0.6,G,7.7,16.4,True,0.6G 7.7/16.4,0.6,G,7.7,16.4,2.1999999999999957,0.7000000000000002,-2.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,255,6.6BG 9.1/10.9,6.6,BG,9.1,10.9,True,6.6BG 9.1/10.9,6.6,BG,9.1,10.9,True,6.6BG 9.1/10.9,6.6,BG,9.1,10.9,0.0,0.0,0.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,170,6.1BG 7.7/9.4,6.1,BG,7.7,9.4,True,5.4BG 6.2/8.0,5.4,BG,6.2,8.0,True,5.4BG 6.2/8.0,5.4,BG,6.2,8.0,0.7000000000000028,1.5,1.4000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,85,3.7G 8.4/13.2,3.7,G,8.4,13.2,True,1.0G 7.7/15.7,1.0,G,7.7,15.7,True,1.0G 7.7/15.7,1.0,G,7.7,15.7,2.700000000000003,0.7000000000000002,-2.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,34,0,5.7GY 3.9/7.9,5.7,GY,3.9,7.9,True,5.8GY 1.1/3.8,5.8,GY,1.1,3.8,True,5.8GY 1.1/3.8,5.8,GY,1.1,3.8,-0.09999999999999432,2.8,4.1000000000000005,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,68,136,0.5PB 5.5/7.6,0.5,PB,5.5,7.6,True,5.4PB 2.9/9.0,5.4,PB,2.9,9.0,True,5.4PB 2.9/9.0,5.4,PB,2.9,9.0,-4.900000000000006,2.6,-1.4000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,102,85,1.5BG 6.3/6.7,1.5,BG,6.3,6.7,True,8.0G 3.8/5.8,8.0,G,3.8,5.8,True,8.0G 3.8/5.8,8.0,G,3.8,5.8,3.5,2.5,0.9000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,34,17,0.0G 4.0/4.1,0.0,G,4.0,4.1,True,8.2GY 1.1/2.9,8.2,GY,1.1,2.9,True,8.2GY 1.1/2.9,8.2,GY,1.1,2.9,1.7999999999999972,2.9,1.1999999999999997,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,68,153,2.0PB 5.6/8.7,2.0,PB,5.6,8.7,True,6.0PB 3.0/11.2,6.0,PB,3.0,11.2,True,6.0PB 3.0/11.2,6.0,PB,3.0,11.2,-4.0,2.5999999999999996,-2.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,102,102,5.2BG 6.3/6.4,5.2,BG,6.3,6.4,True,4.3BG 3.8/5.2,4.3,BG,3.8,5.2,True,4.3BG 3.8/5.2,4.3,BG,3.8,5.2,0.9000000000000057,2.5,1.2000000000000002,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,34,34,2.9BG 4.0/2.7,2.9,BG,4.0,2.7,True,2.5BG 1.1/2.0,2.5,BG,1.1,2.0,True,2.5BG 1.1/2.0,2.5,BG,1.1,2.0,0.3999999999999986,2.9,0.7000000000000002,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,68,170,3.2PB 5.6/9.8,3.2,PB,5.6,9.8,True,6.4PB 3.2/13.2,6.4,PB,3.2,13.2,True,6.4PB 3.2/13.2,6.4,PB,3.2,13.2,-3.200000000000003,2.3999999999999995,-3.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,102,119,8.8BG 6.3/6.3,8.8,BG,6.3,6.3,True,0.8B 3.9/5.2,0.8,B,3.9,5.2,True,0.8B 3.9/5.2,0.8,B,3.9,5.2,-2.0,2.4,1.0999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,34,51,7.3B 4.1/3.3,7.3,B,4.1,3.3,True,0.4PB 1.2/2.5,0.4,PB,1.2,2.5,True,0.4PB 1.2/2.5,0.4,PB,1.2,2.5,-3.1000000000000085,2.8999999999999995,0.7999999999999998,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,68,187,4.2PB 5.7/10.8,4.2,PB,5.7,10.8,True,6.6PB 3.3/15.2,6.6,PB,3.3,15.2,True,6.6PB 3.3/15.2,6.6,PB,3.3,15.2,-2.3999999999999915,2.4000000000000004,-4.399999999999999,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,102,136,2.1B 6.4/6.5,2.1,B,6.4,6.5,True,6.5B 4.0/6.1,6.5,B,4.0,6.1,True,6.5B 4.0/6.1,6.5,B,4.0,6.1,-4.399999999999999,2.4000000000000004,0.40000000000000036,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,34,68,2.6PB 4.2/5.2,2.6,PB,4.2,5.2,True,5.3PB 1.3/4.6,5.3,PB,1.3,4.6,True,5.3PB 1.3/4.6,5.3,PB,1.3,4.6,-2.700000000000003,2.9000000000000004,0.6000000000000005,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,68,204,5.0PB 5.7/11.7,5.0,PB,5.7,11.7,True,6.8PB 3.5/17.1,6.8,PB,3.5,17.1,True,6.8PB 3.5/17.1,6.8,PB,3.5,17.1,-1.7999999999999972,2.2,-5.400000000000002,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,102,153,4.6B 6.4/7.0,4.6,B,6.4,7.0,True,0.7PB 4.0/7.7,0.7,PB,4.0,7.7,True,0.7PB 4.0/7.7,0.7,PB,4.0,7.7,-6.1000000000000085,2.4000000000000004,-0.7000000000000002,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,34,85,4.9PB 4.2/7.0,4.9,PB,4.2,7.0,True,6.2PB 1.5/6.8,6.2,PB,1.5,6.8,True,6.2PB 1.5/6.8,6.2,PB,1.5,6.8,-1.2999999999999972,2.7,0.20000000000000018,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,68,221,5.4PB 5.8/12.6,5.4,PB,5.8,12.6,True,6.9PB 3.6/19.1,6.9,PB,3.6,19.1,True,6.9PB 3.6/19.1,6.9,PB,3.6,19.1,-1.5,2.1999999999999997,-6.500000000000002,RUST_MATCHES_REF,Rust matches reference exactly
reference,17,102,170,6.7B 6.5/7.6,6.7,B,6.5,7.6,True,3.2PB 4.1/9.6,3.2,PB,4.1,9.6,True,3.2PB 4.1/9.6,3.2,PB,4.1,9.6,-6.5,2.4000000000000004,-2.0,RUST_MATCHES_REF,Rust matches reference exactly
